ClipName,Frame,RootVel.x,RootVel.z,LFootVel.x,LFootVel.y,LFootVel.z,RFootVel.x,RFootVel.y,RFootVel.z,RootPos.x,RootPos.z,Forward.x,Forward.z
Idle_IdleToIdlesR,29,-0.0006521828,0.01672542,-0.09306115,-0.01148702,0.343722,0.1257286,-0.01232868,0.356499,-0.0006521828,0.01672542,-0.08584061,0.996322
Idle_IdleToIdlesR,30,-0.0004819784,0.01688632,-0.09314983,-0.01149514,0.3435751,0.1256544,-0.01222606,0.3563392,-0.0004819784,0.01688632,-0.08584376,0.9963206
Idle_IdleToIdlesR,31,-0.0003733167,0.0170558,-0.0931666,-0.01149759,0.3434358,0.1256389,-0.012089,0.3561909,-0.0003733167,0.0170558,-0.08570785,0.9963313
Idle_IdleToIdlesR,32,-0.0003460171,0.01723035,-0.09310263,-0.01149009,0.3432503,0.1256885,-0.01191269,0.356003,-0.0003460171,0.01723035,-0.08541062,0.9963558
Idle_IdleToIdlesR,33,-0.0004237932,0.01743341,-0.09295618,-0.01147779,0.3431321,0.1258026,-0.01170096,0.3558932,-0.0004237932,0.01743341,-0.08493266,0.9963961
Idle_IdleToIdlesR,34,-0.0006193772,0.01768881,-0.09271598,-0.01145312,0.3429651,0.1259902,-0.01144563,0.3557481,-0.0006193772,0.01768881,-0.08425074,0.9964533
Idle_IdleToIdlesR,35,-0.0009382709,0.01799361,-0.09236437,-0.01141233,0.3426875,0.1263005,-0.01114121,0.355548,-0.0009382709,0.01799361,-0.08350468,0.9965155
Idle_IdleToIdlesR,36,-0.001390599,0.01834485,-0.09182949,-0.01133679,0.3423415,0.1267984,-0.01078692,0.355251,-0.001390599,0.01834485,-0.08211555,0.9966295
Idle_IdleToIdlesR,37,-0.002044771,0.01873961,-0.09098884,-0.01119748,0.3420521,0.1275369,-0.01037409,0.3549587,-0.002044771,0.01873961,-0.07898118,0.9968795
Idle_IdleToIdlesR,38,-0.002981005,0.01917494,-0.08971405,-0.01096678,0.3416862,0.1287121,-0.009863039,0.35458,-0.002981005,0.01917494,-0.07299537,0.9973274
Idle_IdleToIdlesR,39,-0.004276768,0.01958923,-0.08852786,-0.01055791,0.3411363,0.1298801,-0.009304025,0.3540508,-0.004276768,0.01958923,-0.06305676,0.997987
Idle_IdleToIdlesR,40,-0.006028241,0.01992765,-0.08710377,-0.01000944,0.3406783,0.1314681,-0.008684859,0.3536477,-0.006028241,0.01992765,-0.0480766,0.9987876
Idle_IdleToIdlesR,41,-0.008323275,0.02019736,-0.08512283,-0.00936252,0.340565,0.1337619,-0.008011109,0.353486,-0.008323275,0.02019736,-0.0271977,0.9995207
Idle_IdleToIdlesR,42,-0.01106281,0.02040558,-0.08246371,-0.00861883,0.3403124,0.136564,-0.007267742,0.3531187,-0.01106281,0.02040558,-0.0005662615,0.9997944
Idle_IdleToIdlesR,43,-0.01406265,0.02055947,-0.07950649,-0.0078477,0.3401356,0.1395912,-0.006491411,0.3528295,-0.01406265,0.02055947,0.03140233,0.999147
Idle_IdleToIdlesR,44,-0.01713858,0.02066623,-0.07661565,-0.007115481,0.3401223,0.1425666,-0.005706027,0.3525773,-0.01713858,0.02066623,0.06847253,0.9970763
Idle_IdleToIdlesR,45,-0.02011617,0.02081317,-0.07379218,-0.006484008,0.3400825,0.1455859,-0.004852056,0.3522876,-0.02011617,0.02081317,0.1102263,0.9930434
Idle_IdleToIdlesR,46,-0.02264867,0.0209848,-0.07108898,-0.005999745,0.3399138,0.1498693,-0.003865761,0.3525083,-0.02264867,0.0209848,0.1548719,0.986721
Idle_IdleToIdlesR,47,-0.02429338,0.02103011,-0.06926715,-0.00560419,0.3398751,0.1568448,-0.002761456,0.3522375,-0.02429338,0.02103011,0.2001245,0.9781771
Idle_IdleToIdlesR,48,-0.0247905,0.02131072,-0.06875896,-0.005161081,0.3396803,0.1644158,-0.001500538,0.3479595,-0.0247905,0.02131072,0.2447172,0.96766
Idle_IdleToIdlesR,49,-0.0241654,0.02141595,-0.06998233,-0.004595254,0.3396587,0.1680913,-0.0002321768,0.3392555,-0.0241654,0.02141595,0.2888063,0.9552412
Idle_IdleToIdlesR,50,-0.02240311,0.02114457,-0.07195131,-0.004183814,0.3399269,0.1672799,0.0009967162,0.3291628,-0.02240311,0.02114457,0.3323365,0.9409759
Idle_IdleToIdlesR,51,-0.01948863,0.02060057,-0.07481007,-0.004073959,0.3403873,0.1622457,0.002153259,0.3204109,-0.01948863,0.02060057,0.3752993,0.9248016
Idle_IdleToIdlesR,52,-0.01540701,0.01977965,-0.0788362,-0.004092389,0.3412613,0.1539295,0.003148852,0.3146636,-0.01540701,0.01977965,0.4176531,0.9066688
Idle_IdleToIdlesR,53,-0.01014326,0.01877421,-0.08403905,-0.003784809,0.3424063,0.1450995,0.003571891,0.3132052,-0.01014326,0.01877421,0.459296,0.8865643
Idle_IdleToIdlesR,54,-0.003652681,0.01774346,-0.09062179,-0.002914097,0.3435218,0.1386096,0.003742337,0.3136377,-0.003652681,0.01774346,0.4996336,0.8647827
Idle_IdleToIdlesR,55,0.003764193,0.01678319,-0.09821696,-0.001271954,0.3444371,0.1322666,0.003978283,0.3144642,0.003764193,0.01678319,0.5373004,0.8422569
Idle_IdleToIdlesR,56,0.0118521,0.01598922,-0.1064112,0.001354057,0.3454483,0.1248174,0.00442142,0.3149638,0.0118521,0.01598922,0.571151,0.82009
Idle_IdleToIdlesR,57,0.02037566,0.01536165,-0.1155127,0.005284145,0.3467604,0.1163538,0.004860861,0.3152773,0.02037566,0.01536165,0.6000432,0.7995722
Idle_IdleToIdlesR,58,0.02922319,0.01496402,-0.1244752,0.01068552,0.3483503,0.1076203,0.005235231,0.3154618,0.02922319,0.01496402,0.6228835,0.7820956
Idle_IdleToIdlesR,59,0.03842725,0.01489237,-0.1332712,0.01782659,0.350314,0.09842858,0.00540804,0.3153341,0.03842725,0.01489237,0.640452,0.7677358
Idle_IdleToIdlesR,60,0.04790685,0.01489684,-0.1419899,0.02710281,0.3529329,0.08911937,0.005247073,0.3153383,0.04790685,0.01489684,0.6545866,0.7555523
Idle_IdleToIdlesR,61,0.05758105,0.01489678,-0.1501393,0.0388623,0.3570135,0.07962709,0.004712231,0.315499,0.05758105,0.01489678,0.6657825,0.7453894
Idle_IdleToIdlesR,62,0.0673689,0.01508137,-0.1567412,0.0519724,0.3628882,0.06973956,0.003996909,0.3153402,0.0673689,0.01508137,0.6745339,0.7370291
Idle_IdleToIdlesR,63,0.07686973,0.01538623,-0.1608606,0.0637396,0.3700971,0.06007878,0.003282971,0.3149503,0.07686973,0.01538623,0.6813231,0.7301847
Idle_IdleToIdlesR,64,0.08571447,0.01573781,-0.1611627,0.07176022,0.3791468,0.05126246,0.00257908,0.3148148,0.08571447,0.01573781,0.6866177,0.724583
Idle_IdleToIdlesR,65,0.09386946,0.01619912,-0.1560863,0.07353537,0.3906489,0.04363846,0.001911557,0.3144107,0.09386946,0.01619912,0.6908979,0.7199476
Idle_IdleToIdlesR,66,0.1013012,0.01683324,-0.1450943,0.06693602,0.4051279,0.03636015,0.001179793,0.31384,0.1013012,0.01683324,0.6946226,0.7159559
Idle_IdleToIdlesR,67,0.1080611,0.01770318,-0.1278112,0.05420875,0.4211604,0.0296607,0.0003835828,0.3132049,0.1080611,0.01770318,0.6982539,0.7121996
Idle_IdleToIdlesR,68,0.1141211,0.01887201,-0.1084372,0.04010225,0.4366708,0.02352777,-0.0003699512,0.3124416,0.1141211,0.01887201,0.7022483,0.7082596
Idle_IdleToIdlesR,69,0.1193288,0.02040275,-0.09107616,0.02631821,0.4504346,0.01824906,-0.0009880501,0.3114453,0.1193288,0.02040275,0.7070415,0.7037349
Idle_IdleToIdlesR,70,0.1235313,0.02228138,-0.07763167,0.01462941,0.4604707,0.01402633,-0.001510765,0.3099736,0.1235313,0.02228138,0.7122259,0.6989399
Idle_IdleToIdlesR,71,0.1265761,0.02446052,-0.06975143,0.00672773,0.4644911,0.01125914,-0.001980226,0.3079123,0.1265761,0.02446052,0.7170634,0.6944807
Idle_IdleToIdlesR,72,0.1283106,0.02695318,-0.06748473,0.001784348,0.4626582,0.0098293,-0.002456374,0.3053778,0.1283106,0.02695318,0.7214795,0.6904095
Idle_IdleToIdlesR,73,0.1289478,0.02977235,-0.06719784,-0.002224298,0.4590265,0.009389854,-0.002997433,0.3026615,0.1289478,0.02977235,0.7254026,0.6867762
Idle_IdleToIdlesR,74,0.1288928,0.03293104,-0.06662871,-0.005387183,0.456052,0.009449463,-0.00359602,0.2998978,0.1288928,0.03293104,0.7287666,0.6836295
Idle_IdleToIdlesR,75,0.1282811,0.03622315,-0.06564234,-0.007852098,0.4530702,0.01017066,-0.004140477,0.2967692,0.1282811,0.03622315,0.7315078,0.6810253
Idle_IdleToIdlesR,76,0.1272481,0.03935497,-0.06469354,-0.009675468,0.4499572,0.01115251,-0.004582141,0.293415,0.1272481,0.03935497,0.7335658,0.6790239
Idle_IdleToIdlesR,77,0.125929,0.0422081,-0.06356724,-0.01092277,0.4474997,0.01246112,-0.004977962,0.2906914,0.125929,0.0422081,0.7348792,0.6776748
Idle_IdleToIdlesR,78,0.1244592,0.04466416,-0.06232785,-0.01170138,0.4454571,0.0137999,-0.005294478,0.2883546,0.1244592,0.04466416,0.7354002,0.6770285
Idle_IdleToIdlesR,79,0.1229741,0.04660478,-0.06106652,-0.01211986,0.4436215,0.01500438,-0.005507002,0.2863384,0.1229741,0.04660478,0.7350924,0.6771328
Idle_IdleToIdlesR,80,0.1216091,0.04799664,-0.05974381,-0.01228369,0.4421679,0.01620978,-0.005638355,0.28477,0.1216091,0.04799664,0.733908,0.6780276
Idle_IdleToIdlesR,81,0.1204995,0.04903021,-0.05867503,-0.01227628,0.4410549,0.01740471,-0.005727496,0.2836253,0.1204995,0.04903021,0.7318,0.6797497
Idle_IdleToIdlesR,82,0.1197808,0.0499227,-0.05804514,-0.01217753,0.4400663,0.01827222,-0.005796717,0.2827629,0.1197808,0.0499227,0.7294706,0.6816815
Idle_IdleToIdlesR,83,0.1193662,0.05067159,-0.05772259,-0.01207865,0.4392278,0.01871027,-0.005861719,0.2820154,0.1193662,0.05067159,0.7276334,0.6831989
Idle_IdleToIdlesR,84,0.1190744,0.05116594,-0.05741661,-0.01206924,0.4387886,0.01904257,-0.005966617,0.2816419,0.1190744,0.05116594,0.7262534,0.6843264
Idle_IdleToIdlesR,85,0.118899,0.05146033,-0.05722662,-0.01222849,0.4385515,0.01928035,-0.006101365,0.2815317,0.118899,0.05146033,0.7253026,0.6850917
Idle_IdleToIdlesR,86,0.1188334,0.05160935,-0.05716058,-0.01249802,0.4383594,0.01931667,-0.006244747,0.281413,0.1188334,0.05160935,0.7247559,0.685523
Idle_IdleToIdlesR,87,0.118871,0.05166757,-0.05727002,-0.01275388,0.4380493,0.01906687,-0.006379356,0.2810653,0.118871,0.05166757,0.7245886,0.6856464
Idle_IdleToIdlesR,88,0.1190053,0.05168959,-0.05748699,-0.0129696,0.4379491,0.01872579,-0.006562248,0.2809103,0.1190053,0.05168959,0.7247615,0.6854831
Idle_IdleToIdlesR,89,0.1192299,0.05172999,-0.05773586,-0.0131334,0.4379968,0.01849478,-0.00680167,0.2809817,0.1192299,0.05172999,0.7252408,0.685057
Idle_IdleToIdlesR,90,0.1195381,0.05178534,-0.05808061,-0.01326163,0.4379486,0.01829337,-0.007051589,0.2810266,0.1195381,0.05178534,0.7260039,0.6843942
Idle_IdleToIdlesR,91,0.1199235,0.0518165,-0.05856775,-0.01336767,0.4379713,0.01795906,-0.007301617,0.2811334,0.1199235,0.0518165,0.7270243,0.6835195
Idle_IdleToIdlesR,92,0.1203795,0.05182448,-0.05916298,-0.01345805,0.4379006,0.01750047,-0.007525244,0.281131,0.1203795,0.05182448,0.7282772,0.6824577
Idle_IdleToIdlesR,93,0.1208995,0.05181026,-0.05973016,-0.01353778,0.4378054,0.01702823,-0.007724071,0.2810807,0.1208995,0.05181026,0.7297317,0.6812324
Idle_IdleToIdlesR,94,0.1214771,0.05177486,-0.06031549,-0.0136063,0.4377796,0.01646315,-0.007920623,0.2810612,0.1214771,0.05177486,0.7313557,0.6798664
Idle_IdleToIdlesR,95,0.1221057,0.05171929,-0.06103785,-0.01366132,0.4378322,0.01570556,-0.008129813,0.281104,0.1221057,0.05171929,0.732935,0.6785441
Idle_IdleToIdlesR,96,0.1227788,0.05164452,-0.06186291,-0.01370563,0.4379181,0.01488458,-0.008338924,0.2811298,0.1227788,0.05164452,0.7342819,0.6774317
Idle_IdleToIdlesR,97,0.1234898,0.05155159,-0.06271447,-0.01374196,0.4380881,0.01410283,-0.008546472,0.2811623,0.1234898,0.05155159,0.735402,0.6765236
Idle_IdleToIdlesR,98,0.1242322,0.05144148,-0.06354064,-0.01377353,0.4383369,0.01335909,-0.008748196,0.2812562,0.1242322,0.05144148,0.7363028,0.6758144
Idle_IdleToIdlesR,99,0.1249995,0.05131519,-0.06432727,-0.01380388,0.4385727,0.01261465,-0.008929087,0.2813802,0.1249995,0.05131519,0.7369929,0.6752993
Idle_IdleToIdlesR,100,0.1257852,0.05117373,-0.06511767,-0.01383963,0.4387858,0.01183665,-0.009075492,0.281516,0.1257852,0.05117373,0.7374806,0.6749735
Idle_IdleToIdlesR,101,0.1265827,0.0510181,-0.06590367,-0.0138873,0.439182,0.01107315,-0.009195716,0.2818282,0.1265827,0.0510181,0.7377703,0.67483
Idle_IdleToIdlesR,102,0.1273854,0.05083942,-0.06661978,-0.01394754,0.4396333,0.0103222,-0.009235002,0.2821482,0.1273854,0.05083942,0.7378762,0.6748668
Idle_IdleToIdlesR,103,0.128187,0.05063218,-0.06741481,-0.01402465,0.4398314,0.009436809,-0.00914927,0.2821902,0.128187,0.05063218,0.7378138,0.6750806
Idle_IdleToIdlesR,104,0.1289807,0.05040243,-0.06822541,-0.01409077,0.4398664,0.008587499,-0.009011314,0.2821377,0.1289807,0.05040243,0.7375807,0.6754587
Idle_IdleToIdlesR,105,0.1297601,0.05015625,-0.06886985,-0.01410383,0.4402194,0.008069934,-0.008931449,0.2825563,0.1297601,0.05015625,0.7371663,0.6759885
Idle_IdleToIdlesR,106,0.1305187,0.04989972,-0.06965911,-0.0140579,0.4405221,0.007524361,-0.008869893,0.2830346,0.1305187,0.04989972,0.7365844,0.6766666
Idle_IdleToIdlesR,107,0.1312499,0.04963889,-0.07039927,-0.01396051,0.4407926,0.006942909,-0.008815986,0.2834065,0.1312499,0.04963889,0.7358413,0.6774867
Idle_IdleToIdlesR,108,0.1319472,0.04937985,-0.07108269,-0.01381065,0.4410512,0.006345843,-0.008764918,0.2837037,0.1319472,0.04937985,0.7349436,0.6784424
Idle_IdleToIdlesR,109,0.1326041,0.04912865,-0.07173169,-0.01360789,0.44125,0.005794142,-0.008702615,0.2839552,0.1326041,0.04912865,0.7338991,0.6795271
Idle_IdleToIdlesR,110,0.133214,0.04889136,-0.07233917,-0.01335168,0.4414079,0.00527729,-0.008625517,0.2841633,0.133214,0.04889136,0.7327175,0.680734
Idle_IdleToIdlesR,111,0.1337704,0.04867406,-0.07289879,-0.01304142,0.4415446,0.004783476,-0.008529743,0.2843286,0.1337704,0.04867406,0.7314224,0.6820562
Idle_IdleToIdlesR,112,0.1342668,0.04848282,-0.07343717,-0.01267716,0.4416038,0.004267781,-0.00840247,0.2843755,0.1342668,0.04848282,0.7300428,0.6834871
Idle_IdleToIdlesR,113,0.1347136,0.04832369,-0.07405771,-0.01226051,0.4415811,0.00377583,-0.008255859,0.2844358,0.1347136,0.04832369,0.7286036,0.6850193
Idle_IdleToIdlesR,114,0.1351422,0.04820276,-0.07468805,-0.01179018,0.4417085,0.003463925,-0.008114809,0.2847025,0.1351422,0.04820276,0.7271279,0.6866462
Idle_IdleToIdlesR,115,0.1355769,0.04808205,-0.07517207,-0.01126286,0.4421022,0.003237237,-0.007968385,0.2851518,0.1355769,0.04808205,0.7256439,0.6883608
Idle_IdleToIdlesR,116,0.136042,0.04790024,-0.07566524,-0.01069937,0.4424227,0.00302858,-0.007704322,0.2853798,0.136042,0.04790024,0.7241921,0.6901565
Idle_IdleToIdlesR,117,0.1365622,0.04762832,-0.07618505,-0.01009315,0.4427791,0.002778789,-0.00730782,0.2856435,0.1365622,0.04762832,0.7225612,0.6922294
Idle_IdleToIdlesR,118,0.1371616,0.04723732,-0.07666884,-0.0094048,0.4432669,0.002261448,-0.006824672,0.2860609,0.1371616,0.04723732,0.720376,0.6949033
Idle_IdleToIdlesR,119,0.1378648,0.04674085,-0.07705214,-0.008595175,0.4440128,0.001560314,-0.006289274,0.2864314,0.1378648,0.04674085,0.7174207,0.6983585
Idle_IdleToIdlesR,120,0.1386962,0.04681488,-0.07837512,-0.007394823,0.444189,0.0003751838,-0.005684905,0.2865227,0.1386962,0.04681488,0.7134818,0.7027679
Idle_IdleToIdlesR,121,0.1396801,0.04665674,-0.07946175,-0.005664868,0.4448286,-0.0008994541,-0.004957574,0.2867324,0.1396801,0.04665674,0.7083452,0.7082909
Idle_IdleToIdlesR,122,0.1408411,0.04577823,-0.08038297,-0.003574906,0.4456635,-0.001922837,-0.004093639,0.2874361,0.1408411,0.04577823,0.7017894,0.7150718
Idle_IdleToIdlesR,123,0.1420291,0.04428326,-0.08142976,-0.001234854,0.4472695,-0.002959196,-0.003167153,0.2892306,0.1420291,0.04428326,0.6935794,0.7232443
Idle_IdleToIdlesR,124,0.1429875,0.04216465,-0.08267076,0.001225305,0.4497374,-0.003965031,-0.002083519,0.291198,0.1429875,0.04216465,0.681402,0.7345206
Idle_IdleToIdlesR,125,0.1435806,0.03960759,-0.08370901,0.003719192,0.4528953,-0.004469117,-0.0009316142,0.2935271,0.1435806,0.03960759,0.6636769,0.7498455
Idle_IdleToIdlesR,126,0.1436723,0.03686498,-0.0847233,0.006300452,0.456435,-0.004559379,0.0001802012,0.2960365,0.1436723,0.03686498,0.6412666,0.7681589
Idle_IdleToIdlesR,127,0.1431269,0.03403122,-0.08526055,0.008937499,0.4602708,-0.003717428,0.00119867,0.2988662,0.1431269,0.03403122,0.6150469,0.7884281
Idle_IdleToIdlesR,128,0.1418085,0.03104898,-0.08589214,0.01126712,0.4634233,-0.002276001,0.002282518,0.301576,0.1418085,0.03104898,0.5859473,0.8096004
Idle_IdleToIdlesR,129,0.1397984,0.02761926,-0.09057458,0.01328705,0.4634182,-0.0002508276,0.003153759,0.3054427,0.1397984,0.02761926,0.554894,0.8308117
Idle_IdleToIdlesR,130,0.1371965,0.02368265,-0.1018782,0.01517611,0.4578194,0.002289288,0.003623205,0.3096223,0.1371965,0.02368265,0.5238918,0.8506208
Idle_IdleToIdlesR,131,0.1338947,0.01996367,-0.1162393,0.01673884,0.4466863,0.005482788,0.003781041,0.312922,0.1338947,0.01996367,0.4935748,0.8686872
Idle_IdleToIdlesR,132,0.1297851,0.0169809,-0.1285084,0.01777185,0.4313646,0.009682651,0.003741474,0.3156822,0.1297851,0.0169809,0.4627752,0.8856828
Idle_IdleToIdlesR,133,0.1247595,0.01456391,-0.1375228,0.01842426,0.4135405,0.01493961,0.003546307,0.3180559,0.1247595,0.01456391,0.4302351,0.9020987
Idle_IdleToIdlesR,134,0.11871,0.01258683,-0.1448362,0.01856524,0.3943565,0.02127773,0.00319589,0.3199121,0.11871,0.01258683,0.3946958,0.9183115
Idle_IdleToIdlesR,135,0.111783,0.01108018,-0.151305,0.01790117,0.3740539,0.02823872,0.002711006,0.3212744,0.111783,0.01108018,0.3558749,0.9341288
Idle_IdleToIdlesR,136,0.1042349,0.01010567,-0.1546986,0.01600995,0.3572179,0.03578803,0.00218188,0.3222268,0.1042349,0.01010567,0.3150263,0.9487598
Idle_IdleToIdlesR,137,0.09612293,0.009584193,-0.1525562,0.01265338,0.3490334,0.04387344,0.001705691,0.3228136,0.09612293,0.009584193,0.2732169,0.9616947
Idle_IdleToIdlesR,138,0.08750412,0.009409497,-0.1462778,0.007713782,0.3480288,0.05239186,0.001231674,0.3234814,0.08750412,0.009409497,0.2315003,0.9726503
Idle_IdleToIdlesR,139,0.07843562,0.009508507,-0.1377256,0.002549405,0.3475674,0.06127886,0.0007985075,0.323687,0.07843562,0.009508507,0.1909494,0.9814817
Idle_IdleToIdlesR,140,0.06897457,0.009851851,-0.1281163,-0.00134037,0.3471906,0.07072023,0.0003798133,0.3233688,0.06897457,0.009851851,0.1526395,0.988211
Idle_IdleToIdlesR,141,0.05917807,0.01036815,-0.1179496,-0.004321813,0.346496,0.08076432,6.859683E-05,0.3226564,0.05917807,0.01036815,0.1176681,0.9930103
Idle_IdleToIdlesR,142,0.04931223,0.01097599,-0.1083065,-0.006642729,0.3460172,0.09069736,-0.0001596422,0.3225477,0.04931223,0.01097599,0.08710782,0.9961747
Idle_IdleToIdlesR,143,0.03967453,0.01163091,-0.09890086,-0.008170024,0.3453603,0.100417,-0.000258624,0.3222858,0.03967453,0.01163091,0.06204695,0.9980523
Idle_IdleToIdlesR,144,0.0303696,0.01228844,-0.09019537,-0.008876632,0.3445392,0.1096497,-0.0002503877,0.3216139,0.0303696,0.01228844,0.0432912,0.9990277
Idle_IdleToIdlesR,145,0.02150166,0.01290415,-0.08152699,-0.009137722,0.3439061,0.1186012,-6.523349E-05,0.3213431,0.02150166,0.01290415,0.0292181,0.9995134
Idle_IdleToIdlesR,146,0.01317506,0.01342975,-0.0730141,-0.009142537,0.3434398,0.1270741,0.0003663799,0.3216126,0.01317506,0.01342975,0.01795309,0.9997474
Idle_IdleToIdlesR,147,0.005431813,0.01390091,-0.06560504,-0.008914332,0.3431224,0.134749,0.001039478,0.3221126,0.005431813,0.01390091,0.00925735,0.9998255
Idle_IdleToIdlesR,148,-0.001747841,0.01439909,-0.05838362,-0.008555643,0.3423844,0.1424507,0.002207506,0.3218495,-0.001747841,0.01439909,0.002272941,0.9998016
Idle_IdleToIdlesR,149,-0.008316435,0.01500187,-0.05180354,-0.008179554,0.3416212,0.1500901,0.003912691,0.3204168,-0.008316435,0.01500187,-0.003905695,0.99972
Idle_IdleToIdlesR,150,-0.01408007,0.01542991,-0.04590106,-0.00788448,0.341251,0.1566309,0.00563848,0.3176185,-0.01408007,0.01542991,-0.009092573,0.9996177
Idle_IdleToIdlesR,151,-0.01900856,0.01542421,-0.04109907,-0.007669718,0.341248,0.1599466,0.006641646,0.316997,-0.01900856,0.01542421,-0.01322855,0.9995167
Idle_IdleToIdlesR,152,-0.02321045,0.01510392,-0.03717929,-0.007599749,0.3415428,0.1595866,0.006913984,0.3185069,-0.02321045,0.01510392,-0.01695762,0.9994279
Idle_IdleToIdlesR,153,-0.02666246,0.01458247,-0.03397249,-0.007733381,0.3420906,0.1554169,0.006453775,0.3218702,-0.02666246,0.01458247,-0.02206144,0.9993235
Idle_IdleToIdlesR,154,-0.02934132,0.01397326,-0.03138177,-0.00811274,0.3427642,0.1487734,0.005363035,0.3262108,-0.02934132,0.01397326,-0.02878882,0.9991665
Idle_IdleToIdlesR,155,-0.03122375,0.0133897,-0.02941408,-0.008598432,0.3433434,0.1413913,0.003799343,0.3307556,-0.03122375,0.0133897,-0.03638123,0.9989381
Idle_IdleToIdlesR,156,-0.03228647,0.01282909,-0.02836968,-0.009025279,0.3438383,0.1349676,0.001893559,0.3364632,-0.03228647,0.01282909,-0.04427552,0.9986379
Idle_IdleToIdlesR,157,-0.03240098,0.01221928,-0.02832501,-0.009415452,0.3445859,0.1308236,-0.0001497254,0.3417687,-0.03240098,0.01221928,-0.05241527,0.9982712
Idle_IdleToIdlesR,158,-0.03155898,0.01156952,-0.02919448,-0.00978125,0.3454571,0.1283,-0.00220408,0.3448358,-0.03155898,0.01156952,-0.06053861,0.9978564
Idle_IdleToIdlesR,159,-0.02991753,0.01088909,-0.03095822,-0.01014061,0.346266,0.1265383,-0.004202734,0.3457482,-0.02991753,0.01088909,-0.06837606,0.9974114
Idle_IdleToIdlesR,160,-0.02763365,0.01018725,-0.03341251,-0.01051662,0.3469968,0.1247925,-0.006081733,0.3467472,-0.02763365,0.01018725,-0.07564633,0.99695
Idle_IdleToIdlesR,161,-0.02486438,0.009473259,-0.03619098,-0.0109286,0.3477216,0.1224374,-0.007713695,0.3476734,-0.02486438,0.009473259,-0.08207268,0.9964965
Idle_IdleToIdlesR,162,-0.02176674,0.008781076,-0.03912941,-0.01139571,0.3485024,0.1194683,-0.008975098,0.3484551,-0.02176674,0.008781076,-0.08764587,0.9960647
Idle_IdleToIdlesR,163,-0.01844148,0.008116011,-0.04224693,-0.01190301,0.3493031,0.1162744,-0.009800217,0.3492048,-0.01844148,0.008116011,-0.09258665,0.9956518
Idle_IdleToIdlesR,164,-0.01500162,0.007460948,-0.04548237,-0.01241486,0.3499717,0.1128358,-0.0101391,0.3498322,-0.01500162,0.007460948,-0.09696346,0.9952614
Idle_IdleToIdlesR,165,-0.01162262,0.007405899,-0.04884474,-0.01290782,0.3501898,0.109417,-0.01022391,0.3501876,-0.01162262,0.007405899,-0.1008355,0.9948934
Idle_IdleToIdlesR,166,-0.008361172,0.007377951,-0.05215172,-0.0133749,0.3502242,0.106193,-0.01033207,0.3503424,-0.008361172,0.007377951,-0.104261,0.9945482
Idle_IdleToIdlesR,167,-0.005197347,0.007388536,-0.05536915,-0.01380195,0.3503036,0.1030292,-0.01046533,0.3504333,-0.005197347,0.007388536,-0.1073014,0.9942265
Idle_IdleToIdlesR,168,-0.002191726,0.007443545,-0.05842255,-0.01417328,0.3502638,0.1000589,-0.01061413,0.3504079,-0.002191726,0.007443545,-0.110014,0.993928
Idle_IdleToIdlesR,169,0.0005951145,0.007548869,-0.06125959,-0.01447767,0.3501291,0.09740232,-0.01077396,0.3502878,0.0005951145,0.007548869,-0.1123083,0.9936672
Idle_IdleToIdlesR,170,0.003123691,0.007710399,-0.06382696,-0.01470488,0.3499415,0.09501852,-0.01094854,0.3500961,0.003123691,0.007710399,-0.1141092,0.9934568
Idle_IdleToIdlesR,171,0.005390391,0.007910134,-0.0661381,-0.01486414,0.3497124,0.09283529,-0.01113769,0.3498535,0.005390391,0.007910134,-0.1154963,0.993291
Idle_IdleToIdlesR,172,0.00738844,0.008121189,-0.06823681,-0.01497748,0.3494619,0.09093558,-0.01133402,0.3496106,0.00738844,0.008121189,-0.11655,0.9931619
Idle_IdleToIdlesR,173,0.009111091,0.008336128,-0.0701081,-0.01505709,0.3492644,0.08930839,-0.01154174,0.3494547,0.009111091,0.008336128,-0.1173515,0.9930606
Idle_IdleToIdlesR,174,0.01055152,0.008547511,-0.07173356,-0.01511313,0.34914,0.08794625,-0.01176271,0.3494188,0.01055152,0.008547511,-0.1179805,0.9929773
Idle_IdleToIdlesR,175,0.01170299,0.008747905,-0.07308758,-0.01515029,0.3489886,0.08684887,-0.01199191,0.3494158,0.01170299,0.008747905,-0.1185146,0.9929034
Idle_IdleToIdlesR,176,0.01258481,0.008929876,-0.07415538,-0.01517267,0.3488019,0.08601661,-0.01222456,0.3493553,0.01258481,0.008929876,-0.1190314,0.9928302
Idle_IdleToIdlesR,177,0.01323133,0.009085985,-0.07493001,-0.01518306,0.3486378,0.08543158,-0.01245381,0.349301,0.01323133,0.009085985,-0.1196088,0.992749
Idle_IdleToIdlesR,178,0.01365826,0.009237592,-0.07540917,-0.01518259,0.3484743,0.0850601,-0.01266963,0.3492941,0.01365826,0.009237592,-0.1200986,0.9926792
Idle_IdleToIdlesR,179,0.01388133,0.009408687,-0.07559454,-0.01517288,0.3483127,0.08488128,-0.01286451,0.3492548,0.01388133,0.009408687,-0.1203142,0.9926448
Idle_IdleToIdlesR,180,0.01391627,0.009595786,-0.07554527,-0.01515221,0.3481812,0.08489441,-0.0130363,0.3491725,0.01391627,0.009595786,-0.1202761,0.9926443
